,pitcher_id,FF,SL,FT,CH,CU,SI,FC,KC,FS,KN
0,466948.0,0.4766355140186916,0.009345794392523364,0.056074766355140186,0.35514018691588783,0.102803738317757,0.0,0.0,0.0,0.0,0.0
1,456713.0,0.451271186440678,0.04766949152542373,0.24046610169491525,0.001059322033898305,0.13771186440677965,0.0,0.12182203389830508,0.0,0.0,0.0
2,622608.0,0.7204155374887082,0.22177055103884372,0.0,0.02710027100271003,0.03071364046973803,0.0,0.0,0.0,0.0,0.0
3,501789.0,0.2653673163418291,0.0,0.0,0.0,0.3118440779610195,0.0,0.42278860569715143,0.0,0.0,0.0
4,596001.0,0.20973044049967127,0.33925049309664695,0.0,0.06903353057199212,0.03747534516765286,0.3445101906640368,0.0,0.0,0.0,0.0
5,493603.0,0.3336510962821735,0.46234509056244044,0.1754051477597712,0.0,0.0,0.0,0.028598665395614873,0.0,0.0,0.0
6,593958.0,0.5516260162601626,0.08983739837398375,0.1048780487804878,0.18089430894308944,0.0,0.0,0.07276422764227643,0.0,0.0,0.0
7,276520.0,0.23539668700959024,0.2074978204010462,0.0,0.0967741935483871,0.2807323452484743,0.1046207497820401,0.07497820401046207,0.0,0.0,0.0
8,471083.0,0.64,0.0,0.32,0.04,0.0,0.0,0.0,0.0,0.0,0.0
9,452657.0,0.38060179257362353,0.0,0.0,0.0851472471190781,0.13124199743918052,0.11875800256081946,0.28425096030729835,0.0,0.0,0.0
10,593969.0,0.4936708860759494,0.0,0.004219409282700422,0.189873417721519,0.08016877637130802,0.0,0.2320675105485232,0.0,0.0,0.0
11,444468.0,0.5210420841683366,0.35771543086172347,0.09318637274549098,0.028056112224448898,0.0,0.0,0.0,0.0,0.0,0.0
12,593974.0,0.4876604146100691,0.2694965449160908,0.045409674234945706,0.19743336623889438,0.0,0.0,0.0,0.0,0.0,0.0
13,501817.0,0.24444444444444444,0.0,0.0,0.0,0.18067632850241547,0.0647342995169082,0.463768115942029,0.0,0.0463768115942029,0.0
14,452666.0,0.34811529933481156,0.21951219512195122,0.22172949002217296,0.03325942350332594,0.17738359201773837,0.0,0.0,0.0,0.0,0.0
15,596027.0,0.3669724770642202,0.5229357798165137,0.06422018348623854,0.0,0.045871559633027525,0.0,0.0,0.0,0.0,0.0
16,276542.0,0.5017421602787456,0.1254355400696864,0.09291521486643438,0.27990708478513354,0.0,0.0,0.0,0.0,0.0,0.0
17,501822.0,0.49355797819623387,0.24578790882061446,0.0009910802775024777,0.0,0.024777006937561942,0.0,0.027750247770069375,0.0,0.20713577799801783,0.0
18,467008.0,0.19881889763779528,0.2854330708661417,0.3572834645669291,0.0,0.0,0.0,0.0,0.0,0.15846456692913385,0.0
19,606273.0,0.5454545454545454,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
20,544836.0,0.778,0.215,0.0,0.0,0.002,0.0,0.005,0.0,0.0,0.0
21,622663.0,0.513469652710159,0.35086011035378123,0.0,0.13567023693605973,0.0,0.0,0.0,0.0,0.0,0.0
22,608328.0,0.4104803493449782,0.1331877729257642,0.17903930131004367,0.12882096069868995,0.14847161572052403,0.0,0.0,0.0,0.0,0.0
23,596043.0,0.5546995377503852,0.16486902927580893,0.0030816640986132513,0.1325115562403698,0.1448382126348228,0.0,0.0,0.0,0.0,0.0
24,608331.0,0.5710900473933649,0.0,0.011848341232227487,0.0971563981042654,0.27014218009478674,0.0,0.04976303317535545,0.0,0.0,0.0
25,608334.0,0.49414519906323184,0.0,0.0351288056206089,0.1053864168618267,0.12412177985948478,0.0,0.24121779859484777,0.0,0.0,0.0
26,571473.0,0.3939393939393939,0.2053872053872054,0.37037037037037035,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0
27,612434.0,0.01842870999030068,0.27740058195926287,0.0,0.10475266731328807,0.0,0.5994180407371484,0.0,0.0,0.0,0.0
28,608337.0,0.4950071326676177,0.12410841654778887,0.10271041369472182,0.16405135520684735,0.11412268188302425,0.0,0.0,0.0,0.0,0.0
29,571476.0,0.5052173913043478,0.30695652173913046,0.0808695652173913,0.10608695652173913,0.0008695652173913044,0.0,0.0,0.0,0.0,0.0
30,596057.0,0.5334063526834611,0.23110624315443593,0.013691128148959474,0.12431544359255203,0.09748083242059145,0.0,0.0,0.0,0.0,0.0
31,608349.0,0.7172312223858616,0.0,0.0,0.0,0.0,0.0,0.0,0.28276877761413843,0.0,0.0
32,448609.0,0.3328313253012048,0.4006024096385542,0.16114457831325302,0.0,0.0,0.0,0.0,0.0,0.10542168674698796,0.0
33,448614.0,0.5656728444802579,0.021756647864625302,0.031426269137792104,0.0,0.11361804995970991,0.0,0.26752618855761484,0.0,0.0,0.0
34,596071.0,0.31213872832369943,0.0,0.18689788053949905,0.12716763005780346,0.3737957610789981,0.0,0.0,0.0,0.0,0.0
35,444520.0,0.03709949409780776,0.0,0.5868465430016864,0.18381112984822934,0.19224283305227655,0.0,0.0,0.0,0.0,0.0
36,491624.0,0.156,0.094,0.0,0.494,0.0,0.256,0.0,0.0,0.0,0.0
37,475243.0,0.46662763466042156,0.10070257611241218,0.09660421545667447,0.08723653395784543,0.04742388758782201,0.0,0.20140515222482436,0.0,0.0,0.0
38,452718.0,0.01282051282051282,0.21794871794871795,0.0,0.0,0.0,0.46794871794871795,0.1282051282051282,0.0,0.17307692307692307,0.0
39,622703.0,0.3111111111111111,0.17777777777777778,0.06666666666666667,0.37777777777777777,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
40,608371.0,0.24974619289340103,0.27106598984771574,0.0,0.1299492385786802,0.13096446700507614,0.2182741116751269,0.0,0.0,0.0,0.0
41,571510.0,0.2506415739948674,0.11591103507271172,0.24422583404619333,0.20829769033361847,0.18092386655260906,0.0,0.0,0.0,0.0,0.0
42,608379.0,0.49589858314690527,0.0,0.03467561521252797,0.1853094705443699,0.11483967188665176,0.0,0.16927665920954513,0.0,0.0,0.0
43,491646.0,0.0332409972299169,0.1329639889196676,0.0,0.2409972299168975,0.0,0.592797783933518,0.0,0.0,0.0,0.0
44,571521.0,0.6543535620052771,0.3403693931398417,0.0,0.005277044854881266,0.0,0.0,0.0,0.0,0.0,0.0
45,594056.0,0.6388888888888888,0.3611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,645261.0,0.25161290322580643,0.21935483870967742,0.0,0.12903225806451613,0.0,0.4,0.0,0.0,0.0,0.0
47,596112.0,0.5475701574264202,0.19164955509924708,0.0006844626967830253,0.1704312114989733,0.08966461327857632,0.0,0.0,0.0,0.0,0.0
48,573589.0,0.10961214165261383,0.25126475548060706,0.4148397976391231,0.05902192242833052,0.16526138279932545,0.0,0.0,0.0,0.0,0.0
49,467100.0,0.25232919254658387,0.0,0.4281832298136646,0.09821428571428571,0.22127329192546583,0.0,0.0,0.0,0.0,0.0
50,643230.0,0.5805946791862285,0.13458528951486698,0.14241001564945227,0.12363067292644757,0.018779342723004695,0.0,0.0,0.0,0.0,0.0
51,544928.0,0.22086570477247502,0.516093229744728,0.0,0.05438401775804662,0.003329633740288568,0.20532741398446172,0.0,0.0,0.0,0.0
52,542881.0,0.45028818443804036,0.0,0.015129682997118156,0.3076368876080692,0.001440922190201729,0.0,0.2255043227665706,0.0,0.0,0.0
53,542882.0,0.4420391061452514,0.08100558659217877,0.0,0.30656424581005587,0.17039106145251395,0.0,0.0,0.0,0.0,0.0
54,544931.0,0.4556013488197827,0.05844885724990633,0.09254402397901836,0.175346571749719,0.21805919820157363,0.0,0.0,0.0,0.0,0.0
55,501925.0,0.24719101123595505,0.32709113607990015,0.0,0.006242197253433208,0.0,0.41947565543071164,0.0,0.0,0.0,0.0
56,596133.0,0.592911877394636,0.0,0.009578544061302681,0.2567049808429119,0.11685823754789272,0.0,0.023946360153256706,0.0,0.0,0.0
57,542888.0,0.5767441860465117,0.1697674418604651,0.06744186046511629,0.0,0.0,0.0,0.18604651162790697,0.0,0.0,0.0
58,571561.0,0.8074277854195323,0.12929848693259974,0.0,0.06327372764786796,0.0,0.0,0.0,0.0,0.0,0.0
59,450729.0,0.007184846505551927,0.0,0.0,0.06988896146309602,0.16721097322011758,0.5917700849118224,0.16394513389941215,0.0,0.0,0.0
60,622766.0,0.19663648124191463,0.20051746442432083,0.4553686934023286,0.14747736093143596,0.0,0.0,0.0,0.0,0.0,0.0
61,596143.0,0.625,0.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.0
62,491696.0,0.03225806451612903,0.0,0.3870967741935484,0.3225806451612903,0.25806451612903225,0.0,0.0,0.0,0.0,0.0
63,491703.0,0.628099173553719,0.21133412042502953,0.0,0.16056670602125148,0.0,0.0,0.0,0.0,0.0,0.0
64,571578.0,0.27331816704582385,0.3756906077348066,0.2593435164120897,0.09164770880727982,0.0,0.0,0.0,0.0,0.0,0.0
65,547007.0,0.48214285714285715,0.16071428571428573,0.0,0.03571428571428571,0.15178571428571427,0.16964285714285715,0.0,0.0,0.0,0.0
66,542914.0,0.1891891891891892,0.17117117117117117,0.44144144144144143,0.0,0.0,0.0,0.0,0.0,0.1981981981981982,0.0
